timestamp,motor.m1,motor.m2,motor.m3,motor.m4,pwm.m1_pwm,pwm.m2_pwm,pwm.m3_pwm,pwm.m4_pwm,pm.vbatMV,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,stateEstimate.ax,stateEstimate.ay,stateEstimate.az,stateEstimate.roll
0.0,0,0,0,0,0,0,0,0,3832,-0.014071697369217873,-0.003147138049826026,1.7087288142647594e-05,-0.0008274537976831198,-0.001698294305242598,0.0006852122605778277,-0.00014941983681637794,-0.0009125401265919209,-0.0015543699264526367,-0.8945581316947937
9.888999999999214,0,0,0,0,0,0,0,0,3832,-0.014080009423196316,-0.00316461524926126,2.3233900719787925e-05,-0.0008349443087354302,-0.0017971490742638707,0.0005444928538054228,-0.0007322058081626892,-0.0008050009491853416,-0.0012208223342895508,-0.8938843011856079
19.77299999999923,0,0,0,0,0,0,0,0,3832,-0.014088694006204605,-0.0031829888466745615,2.8219794330652803e-05,-0.0009018779383040965,-0.0018775587668642402,0.0004530661681201309,0.0015838604886084795,0.000856802158523351,0.0025523900985717773,-0.8920235633850098
29.671000000000276,0,0,0,0,0,0,0,0,3832,-0.014117665588855743,-0.0031012624967843294,0.0001716673286864534,-0.0009682906093075871,-0.001174572971649468,0.0017181688454002142,-0.00032616156386211514,0.0032652472145855427,0.0011396408081054688,-0.8919550776481628
39.54500000000007,0,0,0,0,0,0,0,0,3832,-0.014127344824373722,-0.0031115999445319176,0.0001893771259346977,-0.0009676444460637867,-0.0008929318864829838,0.0018241740763187408,0.0013978764181956649,0.0029057564679533243,0.0008270740509033203,-0.8913257718086243
49.439000000000306,0,0,0,0,0,0,0,0,3832,-0.014127686619758606,-0.003033276880159974,0.0002753246808424592,-0.0007653065258637071,-1.9360715668881312e-05,0.0024172523990273476,0.0003599563497118652,-0.0009118597372435033,-4.976987838745117e-05,-0.895199716091156
59.32300000000032,0,0,0,0,0,0,0,0,3832,-0.014135098084807396,-0.003033800283446908,0.00029947346774861217,-0.0007170030730776489,-8.534212975064293e-05,0.002412924775853753,-0.0007938132039271295,-0.0032868804410099983,-0.0011737346649169922,-0.8954192996025085
69.21500000000015,0,0,0,0,0,0,0,0,3832,-0.014142575673758984,-0.0030360680539160967,0.00032307481160387397,-0.0007785758352838457,-0.0003682630485855043,0.002307700924575329,-0.0014101192355155945,-0.0030631895642727613,-0.0013819336891174316,-0.894463062286377
79.10100000000057,0,0,0,0,0,0,0,0,3832,-0.01415078155696392,-0.003041088581085205,0.00034554937155917287,-0.0008625309565104544,-0.0006358714308589697,0.00218760734423995,-0.0007224689470604062,-0.00030272325966507196,-0.0008909106254577637,-0.8938596844673157
88.98099999999977,0,0,0,0,0,0,0,0,3832,-0.014159888960421085,-0.0030478602275252342,0.00036688538966700435,-0.0009589774999767542,-0.0007185045396909118,0.002079993486404419,-0.0017183354357257485,-0.0019309930503368378,-0.0011997222900390625,-0.8938113451004028
98.86499999999978,0,0,0,0,0,0,0,0,3832,-0.014170304872095585,-0.003056030720472336,0.00038711068918928504,-0.0011242914479225874,-0.0009156456799246371,0.0019654380157589912,0.0007278918637894094,-0.0018809873145073652,0.0011098384857177734,-0.8933510780334473
108.7559999999994,0,0,0,0,0,0,0,0,3832,-0.014027910307049751,-0.002903250278905034,0.00033384031848981977,0.00026012727175839245,0.00013025343650951982,0.001528222463093698,0.0006084078922867775,-0.0015466248150914907,0.0013544559478759766,-0.9020984768867493
118.63400000000001,0,0,0,0,0,0,0,0,3832,-0.014025066047906876,-0.0029026137199252844,0.0003498021396808326,0.00030876416712999344,-2.9671157335542375e-06,0.0016645286232233047,0.001767825917340815,-0.0005772159202024341,0.0006858110427856445,-0.9019787311553955
128.52800000000025,0,0,0,0,0,0,0,0,3832,-0.013997558504343033,-0.002835146151483059,0.000403420883230865,0.0007065532845444977,0.00044092119787819684,0.0019249658798798919,0.003533461596816778,0.00020754983415827155,-0.0008589029312133789,-0.9048457741737366
138.40599999999904,0,0,0,0,0,0,0,0,3832,-0.014031944796442986,-0.0029362738132476807,0.0001902635267470032,0.0007520007784478366,-0.0003323561977595091,0.0005082918214611709,-0.0012394661316648126,-0.0004559381341096014,0.0007855892181396484,-0.8981841206550598
148.29999999999927,0,0,0,0,0,0,0,0,3832,-0.014024922624230385,-0.00293967267498374,0.00019563685054890811,0.0006524636992253363,-0.0003474260156508535,0.0005667447694577277,-0.0005122554139234126,-0.0007377024157904088,-0.001513361930847168,-0.8978700637817383
158.1849999999995,0,0,0,0,0,0,0,0,3832,-0.014018743298947811,-0.002943376312032342,0.00020071075414307415,0.0005833338364027441,-0.00039330931031145155,0.0004484155506361276,-0.0009073573746718466,-0.0017468907171860337,0.00016677379608154297,-0.8967770934104919
