timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,controller.cmd_thrust,controller.cmd_roll,controller.cmd_pitch,controller.cmd_yaw,controller.r_roll,controller.r_pitch,controller.r_yaw,controller.accelz,controller.actuatorThrust,controller.roll,controller.pitch,controller.yaw,controller.rollRate,controller.pitchRate,controller.yawRate,controller.ctr_yaw
0.0,-0.00035162645508535206,-0.0002204214542871341,-0.0003859546559397131,0.0,0.0,0.0,0.0,0.0005673454143106937,0.001972272526472807,0.00033697811886668205,1.000506043434143,0.0,0.0,0.0,0.27311599254608154,1.763501763343811,4.520866394042969,-49.434532165527344,0
9.920000000000073,-0.0003873306850437075,-0.00025226251455023885,-0.00040469650411978364,0.0,0.0,0.0,0.0,-0.0016253143548965454,0.0011068962048739195,0.001599105424247682,0.9998206496238708,0.0,0.0,0.0,0.2715795636177063,1.7578057050704956,4.51281213760376,-49.15644073486328,0
19.83100000000013,-0.000420940516050905,-0.000215983935049735,-0.0004044004890602082,0.0,0.0,0.0,0.0,-0.0006599769694730639,0.00045288499677553773,0.0012502676108852029,0.9991051554679871,0.0,0.0,0.0,0.27207595109939575,1.7604693174362183,4.507057189941406,-49.24628448486328,0
29.747999999999593,-0.00045927788596600294,-0.00024484016466885805,-0.00042230499093420804,0.0,0.0,0.0,0.0,0.0002687817031983286,-0.0002457571972627193,-4.0650505980011076e-05,1.000885248184204,0.0,0.0,0.0,0.2722991108894348,1.7586445808410645,4.49674654006958,-49.28668212890625,0
39.647000000000844,-0.0004908195114694536,-0.00019839921151287854,-0.00042194308480247855,0.0,0.0,0.0,0.0,-0.002777733374387026,0.004236473236232996,-0.004570935852825642,0.9990864992141724,0.0,0.0,0.0,0.28003260493278503,1.7859660387039185,4.497855186462402,-50.686458587646484,0
49.57600000000093,-0.0005315760499797761,-0.00022452900884673,-0.0004390903632156551,0.0,0.0,0.0,0.0,-0.005548947490751743,0.004499394446611404,0.0032671319786459208,0.9999549388885498,0.0,0.0,0.0,0.2792114019393921,1.790673017501831,4.491365432739258,-50.537818908691406,0
59.47099999999955,-0.0005557929980568588,-0.00017999394913204014,-0.0004575774655677378,0.0,0.0,0.0,0.0,0.00040683496627025306,0.0012930367374792695,-0.003356862347573042,0.9994747638702393,0.0,0.0,0.0,0.2895526885986328,1.8190853595733643,4.493216514587402,-52.40961456298828,0
69.39500000000044,-0.000601534266024828,-0.00020281868637539446,-0.00047631587949581444,0.0,0.0,0.0,0.0,0.0018327416619285941,0.001527544460259378,0.001025038305670023,0.9969741106033325,0.0,0.0,0.0,0.28862956166267395,1.8081055879592896,4.4828200340271,-52.242523193359375,0
79.29399999999987,-0.0005944347358308733,-0.00011830659786937758,-0.0005347678670659661,0.0,0.0,0.0,0.0,0.0007427862728945911,-0.0014351238496601582,-0.0008848057477734983,0.9981967210769653,0.0,0.0,0.0,0.2877143621444702,1.8520276546478271,4.504360198974609,-52.076873779296875,0
89.21900000000096,-0.000643368111923337,-0.00013475309242494404,-0.0005604734178632498,0.0,0.0,0.0,0.0,-0.001885692123323679,0.002869720570743084,0.0038884237874299288,1.0018236637115479,0.0,0.0,0.0,0.28708767890930176,1.8511147499084473,4.5067009925842285,-51.963443756103516,0
99.11700000000019,-0.0006231963052414358,-6.88766740495339e-05,-0.0006466567283496261,0.0,0.0,0.0,0.0,0.0010999906808137894,-0.004033281467854977,-0.0006927158101461828,1.0018236637115479,0.0,0.0,0.0,0.2902962565422058,1.884125828742981,4.5245280265808105,-52.5442008972168,0
109.04100000000108,-0.00014039274537935853,-0.00018519576406106353,-0.00017247766663786024,0.0,0.0,0.0,0.0,0.00016152225725818425,0.0030719905626028776,0.002857581013813615,0.9980736970901489,0.0,0.0,0.0,0.2895178496837616,1.8647507429122925,4.629452228546143,-52.40330505371094,0
118.94300000000112,-9.379523544339463e-05,-5.59842046641279e-05,-0.00025151026784442365,0.0,0.0,0.0,0.0,0.0011183536844328046,0.0018067497294396162,-0.00307569676078856,0.9963144063949585,0.0,0.0,0.0,0.2889643609523773,1.8650323152542114,4.618943691253662,-52.30312728881836,0
128.8670000000002,-3.3604068448767066e-05,-3.986883530160412e-05,-0.00020564380974974483,0.0,0.0,0.0,0.0,-0.0026954617351293564,-0.0006362045533023775,-6.767739250790328e-05,1.0003522634506226,0.0,0.0,0.0,0.2878565192222595,1.8609349727630615,4.614505767822266,-52.102603912353516,0
138.76499999999942,-3.349268081365153e-05,-3.9727168768877164e-05,-0.000257876148680225,0.0,0.0,0.0,0.0,0.0033124464098364115,-0.0015817130915820599,0.0033392549958080053,1.0003209114074707,0.0,0.0,0.0,0.2863776683807373,1.8615617752075195,4.6055684089660645,-51.83492660522461,0
148.6900000000005,-5.9324156609363854e-05,-5.0991155148949474e-05,-0.0002734624140430242,0.0,0.0,0.0,0.0,-0.0005092094070278108,0.0042637125588953495,0.00039684298099018633,0.9979082942008972,0.0,0.0,0.0,0.2881273925304413,1.853914737701416,4.6044769287109375,-52.15163040161133,0
158.58899999999994,-6.29341448075138e-05,9.497603969066404e-06,-0.00030893817893229425,0.0,0.0,0.0,0.0,0.0018661272479221225,-0.0037605606485158205,-0.0004358466831035912,0.998267650604248,0.0,0.0,0.0,0.28728270530700684,1.860526204109192,4.602959156036377,-51.998741149902344,0
168.5069999999996,-0.00010444354848004878,1.1348294719937257e-05,-0.00032932934118434787,0.0,0.0,0.0,0.0,0.001553695765323937,0.0006657103658653796,-0.0025408819783478975,0.9992631673812866,0.0,0.0,0.0,0.28714191913604736,1.8554426431655884,4.60651969909668,-51.97325897216797,0
