timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z
1508741,-0.010358717292547226,-0.0033812837209552526,0.0006152771529741585
1508841,-0.010427371598780155,-0.0036443520803004503,0.0022057881578803062
1508941,-0.010626663453876972,-0.0034283080603927374,0.0014978416729718447
1509041,-0.010531716980040073,-0.0034041660837829113,0.0012976330472156405
1509141,-0.010615945793688297,-0.003338387468829751,0.0011034656781703234
1509241,-0.010517341084778309,-0.0034470283426344395,0.0016597990179434419
1509341,-0.010400393046438694,-0.0037046007346361876,0.0017753822030499578
1509441,-0.010570690035820007,-0.0034186968114227057,0.0014347865944728255
1509541,-0.010754324495792389,-0.0033447961322963238,0.0006905988557264209
1509641,-0.010338861495256424,-0.003756357589736581,0.001764390035532415
1509741,-0.010411745868623257,-0.003614941146224737,0.001538407406769693
1509841,-0.010202771984040737,-0.0035831877030432224,0.001378193381242454
1509941,-0.0102986516430974,-0.0015868637710809708,0.0007394994026981294
1510041,-0.01133553683757782,-0.0007034591399133205,0.001600321033038199
1510141,-0.012503691017627716,-0.0021233828738331795,0.006766655948013067
1510241,-0.014935262501239777,-0.0060115596279501915,0.02711455710232258
1510341,-0.019205093383789062,-0.011990227736532688,0.06671755760908127
1510441,-0.024044068530201912,-0.019259653985500336,0.12127905339002609
1510541,-0.030068406835198402,-0.02451692894101143,0.17880022525787354
1510641,-0.03494589775800705,-0.02825145423412323,0.23745350539684296
1510741,-0.03770201653242111,-0.03013463318347931,0.293154239654541
1510841,-0.037488941103219986,-0.03163459897041321,0.3405812978744507
1510941,-0.0351494662463665,-0.03342600539326668,0.3771597445011139
1511041,-0.029917115345597267,-0.031272392719984055,0.40860557556152344
1511141,-0.022737395018339157,-0.02696341648697853,0.43227627873420715
1511241,-0.015408509410917759,-0.022846683859825134,0.4472849369049072
1511341,-0.006907877512276173,-0.017593564465641975,0.4589991867542267
1511441,0.0010225754231214523,-0.011322545818984509,0.47093820571899414
1511541,0.007386469282209873,-0.005858340300619602,0.4830528199672699
1511641,0.012581593357026577,-0.004936192184686661,0.49154290556907654
1511741,0.015452124178409576,-0.00781986117362976,0.502496063709259
1511841,0.019669367000460625,-0.010005040094256401,0.5119141340255737
1511941,0.02992679737508297,-0.0035402989014983177,0.5088860988616943
1512041,0.04070043936371803,-0.001402867492288351,0.509910523891449
1512141,0.0548212043941021,0.004496558103710413,0.5139443278312683
1512241,0.06928003579378128,-0.002331626834347844,0.5200957655906677
1512341,0.09096921235322952,-0.0005860296078026295,0.5231236815452576
1512441,0.11635451018810272,-0.0008040980901569128,0.5249449610710144
1512541,0.14464208483695984,-4.759311559610069e-05,0.5290695428848267
1512641,0.1783936619758606,-0.0036051187198609114,0.532383918762207
1512741,0.21456056833267212,-0.0015532743418589234,0.536812424659729
1512841,0.25699734687805176,-0.006466270890086889,0.5368735790252686
1512941,0.30420374870300293,-0.007305432576686144,0.5335205793380737
1513041,0.35474252700805664,-0.006396457087248564,0.5339339375495911
1513141,0.39883866906166077,-0.002250501187518239,0.5490725636482239
1513241,0.44714415073394775,0.005231987684965134,0.5502536296844482
1513341,0.5124546885490417,-0.004602860193699598,0.554973304271698
1513441,0.5753594636917114,-0.007729740813374519,0.5549314022064209
1513541,0.6373404860496521,-0.004009568598121405,0.5462669730186462
1513641,0.6994550228118896,0.0007634887588210404,0.5344527959823608
1513741,0.7747592329978943,-0.01129996869713068,0.550918459892273
1513841,0.8455621004104614,-0.018296634778380394,0.5610112547874451
1513941,0.919852614402771,-0.02159636840224266,0.5516283512115479
1514041,0.996890127658844,-0.006740116979926825,0.5348124504089355
1514144,1.0253171920776367,-0.003654147731140256,0.5613337755203247
1514244,1.0717777013778687,-0.0007846227963455021,0.5667818784713745
1514341,1.1215691566467285,0.002098669297993183,0.564228892326355
1514444,1.180216670036316,-0.0003473515680525452,0.5517117977142334
1514543,1.228547215461731,0.00406251847743988,0.5435904264450073
1514643,1.2785077095031738,0.0015727693680673838,0.5413016676902771
1514743,1.3251423835754395,-0.0005364867392927408,0.541026771068573
1514843,1.367029070854187,0.001735770725645125,0.5335290431976318
1514944,1.402735710144043,0.0009122910560108721,0.5368477702140808
1515041,1.4324297904968262,0.000706128659658134,0.540276825428009
1515141,1.473686933517456,-0.004550293553620577,0.522102415561676
1515241,1.5285638570785522,0.010785818099975586,0.49757182598114014
1515341,1.4824753999710083,0.028516272082924843,0.5139062404632568
1515441,1.4656656980514526,0.04829239100217819,0.5190209150314331
1515541,1.4978022575378418,0.009463448077440262,0.5598299503326416
1515641,1.5117353200912476,-0.022246137261390686,0.55996173620224
1515741,1.4662997722625732,0.005726986099034548,0.5700667500495911
