timestamp,motor.m1,motor.m2,motor.m3,motor.m4,pwm.m1_pwm,pwm.m2_pwm,pwm.m3_pwm,pwm.m4_pwm,pm.vbatMV,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,stateEstimate.ax,stateEstimate.ay,stateEstimate.az,stateEstimate.roll,stateEstimate.yaw
0.0,0,0,0,0,0,0,0,0,3900,-0.015300148166716099,-0.028905650600790977,0.00114820699673146,0.000528469739947468,0.0021746568381786346,0.0006956253200769424,-0.002492923755198717,0.00024159110034815967,0.0011985301971435547,-0.7041631937026978,-38.616207122802734
9.925000000001091,0,0,0,0,0,0,0,0,3900,-0.015299118123948574,-0.028922725468873978,0.0011362580116838217,0.00034334155498072505,0.00215609441511333,0.0006274896441027522,-0.0011385902762413025,0.0009560157195664942,8.83340835571289e-05,-0.7032553553581238,-38.6207275390625
19.827000000001135,0,0,0,0,0,0,0,0,3895,-0.015258226543664932,-0.02890116721391678,0.0011767742689698935,0.000572063319850713,0.002213392872363329,0.0009128040983341634,-0.00227475562132895,-0.0011352612636983395,0.0005286931991577148,-0.7028674483299255,-38.607749938964844
29.73999999999978,0,0,0,0,0,0,0,0,3895,-0.015283225104212761,-0.02897067368030548,0.0011768622789531946,0.0003290207823738456,0.001875832094810903,0.0009171260171569884,-0.0007657547248527408,-0.0006509016384370625,0.002949237823486328,-0.700961172580719,-38.619483947753906
39.64600000000064,0,0,0,0,0,0,0,0,3895,-0.015335860662162304,-0.02889062836766243,0.001215905649587512,0.0003200452483724803,0.0020632189698517323,0.0014071220066398382,-0.0003099062305409461,-0.00020809761190321296,0.0008291006088256836,-0.7019468545913696,-38.614627838134766
49.56600000000071,0,0,0,0,0,0,0,0,3890,-0.015359916724264622,-0.028957044705748558,0.0012201648205518723,0.0002587254857644439,0.001787447603419423,0.0013522377703338861,-0.0013780761510133743,-0.0009120499598793685,-0.0012240409851074219,-0.6999067068099976,-38.618309020996094
59.47199999999975,0,0,0,0,0,0,0,0,3890,-0.015296977013349533,-0.028937792405486107,0.0012768057640641928,0.0005615348927676678,0.00175124267116189,0.0015989127568900585,-0.0016088923439383507,0.0007300791330635548,0.0009505748748779297,-0.7013406753540039,-38.60653305053711
69.38800000000083,0,0,0,0,0,0,0,0,3895,-0.015320899896323681,-0.02899143099784851,0.0012918112333863974,0.00037904016789980233,0.0016467840177938342,0.0016581936506554484,-0.0008226183708757162,-0.00014334173465613276,0.001034379005432129,-0.6995684504508972,-38.61496353149414
79.29600000000028,0,0,0,0,0,0,0,0,3895,-0.015376666560769081,-0.028930390253663063,0.0013282566796988249,0.00034441601019352674,0.0018133745761588216,0.0018909964710474014,-0.0006098283338360488,0.00046012233360670507,-0.0015637874603271484,-0.6994494795799255,-38.60593795776367
89.21200000000135,0,0,0,0,0,0,0,0,3895,-0.01534013357013464,-0.02895222418010235,0.001280999043956399,0.0004519039357546717,0.0017786069074645638,0.0012197402538731694,-0.0014059973182156682,-6.159197073429823e-05,-0.001269996166229248,-0.6991446018218994,-38.615142822265625
99.11499999999978,0,0,0,0,0,0,0,0,3895,-0.015379083342850208,-0.028901508077979088,0.0013094204477965832,0.00035885159741155803,0.0018798726378008723,0.0012413447257131338,-0.002015762496739626,0.00037586558028124273,0.00036537647247314453,-0.6990718841552734,-38.600868225097656
109.03600000000006,0,0,0,0,0,0,0,0,3895,-0.015342984348535538,-0.028904184699058533,0.0012648728443309665,0.0003163010405842215,0.0019569420255720615,0.0008021972025744617,-0.0036407343577593565,0.0012816779781132936,-0.0006191134452819824,-0.7007830739021301,-38.6081657409668
118.9390000000003,0,0,0,0,0,0,0,0,3895,-0.015364338643848896,-0.028883911669254303,0.0012864349409937859,0.00017743946227710694,0.002080522244796157,0.0008710641413927078,-0.0008574422681704164,0.00248109083622694,0.00048148632049560547,-0.7004901766777039,-38.59910583496094
128.8700000000008,0,0,0,0,0,0,0,0,3895,-0.015357174910604954,-0.028938662260770798,0.0012490854132920504,0.00016070666606537998,0.002120649442076683,0.0005737530300393701,-0.0023099968675523996,0.0016230331966653466,0.002106785774230957,-0.699599027633667,-38.60624313354492
138.76699999999983,0,0,0,0,0,0,0,0,3895,-0.015380886383354664,-0.02889689989387989,0.0012740183155983686,5.049682658864185e-05,0.0023668038193136454,0.0009045567712746561,-0.0028480072505772114,0.0016744700260460377,0.0010246038436889648,-0.6994078159332275,-38.59197998046875
148.6830000000009,0,0,0,0,0,0,0,0,3895,-0.01536956150084734,-0.02894771471619606,0.0012297286884859204,-7.292009831871837e-05,0.002328083850443363,0.0005733884172514081,-6.064607805456035e-05,-0.0005840004305355251,0.0018658638000488281,-0.6992781162261963,-38.59731674194336
158.59100000000035,0,0,0,0,0,0,0,0,3895,-0.015392985194921494,-0.028891170397400856,0.001260282238945365,3.0417055313591845e-05,0.002411799505352974,0.0009175533778034151,-0.0003005856997333467,-0.001130098244175315,0.0022001266479492188,-0.6995919346809387,-38.58351516723633
168.51100000000042,0,0,0,0,0,0,0,0,3895,-0.015343748033046722,-0.02888622134923935,0.0011949267936870456,0.0002540447167120874,0.0023513035848736763,0.0005271799745969474,0.00020165804016869515,-0.0002946992462966591,0.0013539791107177734,-0.7004866600036621,-38.595619201660156
178.40700000000106,0,0,0,0,0,0,0,0,3895,-0.015272372402250767,-0.02887762151658535,0.001242055557668209,0.0007487592520192266,0.002270470606163144,0.0009912621462717652,-0.00031790995853953063,0.00042684574145823717,0.0014760494232177734,-0.7020947337150574,-38.58726119995117
