timestamp,ctrltarget.x,ctrltarget.y,ctrltarget.z,ctrltarget.vx,ctrltarget.vx,ctrltarget.vx
447779,1.1444405317306519,0.0047706919722259045,0.4941566586494446,0.5380665063858032,0.5380665063858032,0.5380665063858032
447878,1.1959638595581055,0.0040793651714921,0.4948987066745758,0.598369836807251,0.598369836807251,0.598369836807251
447978,1.2391140460968018,0.003500398714095354,0.4955449402332306,0.4641479253768921,0.4641479253768921,0.4641479253768921
448076,1.2830203771591187,0.0029112990014255047,0.49622589349746704,0.42141884565353394,0.42141884565353394,0.42141884565353394
448177,1.3226149082183838,0.0023800302296876907,0.49686068296432495,0.37707099318504333,0.37707099318504333,0.37707099318504333
448277,1.357759952545166,0.0019084811210632324,0.49744120240211487,0.3320017158985138,0.3320017158985138,0.3320017158985138
448376,1.3884364366531372,0.0014968664618209004,0.49796193838119507,0.2870807647705078,0.2870807647705078,0.2870807647705078
448476,1.4147050380706787,0.0011443985858932137,0.498418927192688,0.24318809807300568,0.24318809807300568,0.24318809807300568
448576,1.4367090463638306,0.0008491700864396989,0.4988105893135071,0.20117756724357605,0.20117756724357605,0.20117756724357605
448676,1.454675316810608,0.0006081046303734183,0.4991369843482971,0.16185107827186584,0.16185107827186584,0.16185107827186584
448776,1.4689068794250488,0.0004171408654656261,0.49940064549446106,0.1259383112192154,0.1259383112192154,0.1259383112192154
448876,1.4797775745391846,0.00027131594833917916,0.49960553646087646,0.09405502676963806,0.09405502676963806,0.09405502676963806
448976,1.487705111503601,0.00016490340931341052,0.4997575879096985,0.06670914590358734,0.06670914590358734,0.06670914590358734
449076,1.4931633472442627,9.168427641270682e-05,0.49986371397972107,0.04422181472182274,0.04422181472182274,0.04422181472182274
449176,1.4966355562210083,4.507448466029018e-05,0.4999324083328247,0.02671623043715954,0.02671623043715954,0.02671623043715954
449276,1.4986191987991333,1.8468739654053934e-05,0.49997201561927795,0.014087209478020668,0.014087209478020668,0.014087209478020668
449376,1.4995783567428589,5.61631350137759e-06,0.49999159574508667,0.00596684031188488,0.00596684031188488,0.00596684031188488
449476,1.4999234676361084,9.066175152838696e-07,0.49999865889549255,0.0016656338702887297,0.0016656338702887297,0.0016656338702887297
449576,1.5000004768371582,-4.592247648815828e-08,0.5000002384185791,0.00015372918278444558,0.00015372918278444558,0.00015372918278444558
