timestamp,controller.ctr_yaw,controller.pitch,controller.pitchRate,controller.r_pitch,controller.r_roll,controller.r_yaw
442669,0,0.0,4.648270606994629,0.00651127751916647,0.001934101223014295,-0.0029448720160871744
442769,0,0.0,4.234842300415039,-0.0009209737763740122,-0.003713390324264765,-0.002339376835152507
442869,0,0.0,3.8706603050231934,0.002181572373956442,0.0006309868185780942,-0.0033899559639394283
442970,0,0.0,5.402352333068848,-0.002630124567076564,0.0003540093021001667,0.0026557689998298883
443069,0,0.0,5.793463706970215,0.0018992231925949454,-0.0024309291038662195,0.0001768284710124135
443169,0,0.0,3.6683266162872314,-0.0016717417165637016,0.0014010185841470957,0.001123929163441062
443270,0,0.0,3.453904867172241,-0.0006632154691033065,0.0009124535718001425,-0.004578915890306234
443369,0,0.0,4.685503959655762,8.333680307259783e-05,0.0016772171948105097,-0.002695237286388874
443469,0,0.0,8.409603118896484,0.0007083962555043399,0.0004446171806193888,-1.1177264980233304e-07
443569,0,0.0,7.559118747711182,-0.0024002627469599247,-0.003087326418608427,1.734737270453479e-05
443669,42,0.7859219908714294,11.45225715637207,-0.014757596887648106,-0.0033073839731514454,-0.02037532813847065
443769,938,1.2657396793365479,14.92905330657959,0.057997509837150574,0.05419144779443741,0.03946419805288315
443869,-578,0.41437771916389465,5.286693096160889,-0.02175295352935791,-0.05642019584774971,-0.0482233427464962
443969,918,-2.2459867000579834,-19.00102424621582,-0.3022349178791046,0.2179688811302185,0.03257105126976967
444069,316,-1.843656063079834,-17.412757873535156,0.2557218372821808,-0.13086512684822083,0.03329694643616676
444169,453,-4.405195713043213,-31.944459915161133,-0.3109118640422821,0.2767873704433441,0.05573892220854759
444269,1464,-1.9181849956512451,-4.346033096313477,-0.0006088154041208327,-0.01495448313653469,0.10791635513305664
444369,-443,-2.561431407928467,-11.449666976928711,-0.3024602234363556,-0.1542188972234726,0.02895747870206833
444469,-361,-3.579528331756592,-14.32811450958252,-0.23845654726028442,-0.07141168415546417,0.0026220011059194803
444569,-23,-2.947148323059082,-5.1002349853515625,-0.02560907043516636,-0.024511748924851418,0.022285621613264084
444669,-339,-2.0770251750946045,1.6901617050170898,0.02531525120139122,0.0433519221842289,-0.03069933131337166
444769,-26,-1.2281780242919922,4.235273361206055,0.059968870133161545,0.20759651064872742,0.01669355481863022
444869,-156,-0.36196380853652954,6.424675941467285,0.20819737017154694,0.0873677134513855,-0.004342174157500267
444969,-92,0.239883154630661,5.26837158203125,0.1550697535276413,0.07245950400829315,0.01367672998458147
445072,59,0.7488768696784973,3.229466199874878,0.11136776208877563,-0.010650824755430222,0.021773919463157654
445171,279,0.7315371632575989,-0.3565458059310913,0.07234180718660355,-0.15124568343162537,0.03680984303355217
445271,-84,0.39624354243278503,-2.652449131011963,-0.046666085720062256,0.0674833208322525,-0.02028922736644745
445370,-98,-0.06340377032756805,-4.889704704284668,-0.11365293711423874,0.03836197033524513,-0.002942543476819992
445471,-171,-0.5210289359092712,-5.147220134735107,-0.04630940034985542,-0.14153100550174713,-0.006111796945333481
