timestamp,controller.ctr_yaw,controller.pitch,controller.pitchRate,controller.r_pitch,controller.r_roll,controller.r_yaw
445570,128,-1.0623232126235962,-6.493706226348877,-0.10749697685241699,0.047664158046245575,0.02826099842786789
445670,203,-1.6079519987106323,-7.80771541595459,-0.03700558841228485,0.1076582744717598,0.024746565148234367
445769,88,-2.0813052654266357,-7.898665428161621,-0.12421390414237976,0.03136737644672394,0.005350260064005852
445870,-86,-2.502093553543091,-7.39489221572876,-0.11927346140146255,-0.013570798560976982,-0.016415737569332123
445970,-338,-2.8175158500671387,-6.676641464233398,-0.10595011711120605,-0.06548342853784561,-0.034336261451244354
446069,-454,-2.8760554790496826,-3.6254935264587402,-0.06307782232761383,-0.017276756465435028,-0.03330928832292557
446169,-429,-2.7461726665496826,-1.0822410583496094,-0.05289643257856369,-0.08415418863296509,-0.013394341804087162
446270,-323,-2.7699406147003174,-0.9132616519927979,-0.027345148846507072,-0.1018504723906517,0.006059132982045412
446370,-374,-2.4659836292266846,0.5699522495269775,0.014659019187092781,-0.052769992500543594,-0.0077069648541510105
446470,-124,-2.3092329502105713,-0.0672600269317627,0.06659498810768127,0.043404720723629,0.026057539507746696
446569,203,-2.418473243713379,-2.9391462802886963,0.03510481119155884,-0.0353054441511631,0.059044308960437775
446669,385,-2.9684791564941406,-6.565012454986572,-0.014452197588980198,0.12462024390697479,0.052201032638549805
446769,342,-3.78395414352417,-8.39360237121582,-0.20071572065353394,-0.00510034803301096,0.02619647979736328
446869,203,-2.8596181869506836,-0.6079952716827393,-0.0003483740729279816,-0.12005101144313812,0.00332189560867846
446969,1316,-2.2910468578338623,-1.0957956314086914,0.137536883354187,-0.08610072731971741,0.04953182488679886
447069,645,-1.6894830465316772,1.7984769344329834,0.06563430279493332,-0.13748709857463837,0.008705323562026024
447169,670,-2.0807113647460938,-1.6260113716125488,-0.10910138487815857,0.222128227353096,0.03372086584568024
447269,673,0.352823942899704,14.531684875488281,0.2168339043855667,0.17533446848392487,0.026608115062117577
447369,-189,1.5799353122711182,12.148229598999023,0.09793050587177277,0.10102803260087967,-0.01078232005238533
447469,-179,1.6092324256896973,6.401906967163086,0.2499379813671112,0.06661847978830338,-0.001749219954945147
447569,-224,0.7306470274925232,-1.966744303703308,0.00995310302823782,0.07101735472679138,-0.008558658882975578
447669,584,-0.15188686549663544,-7.726086139678955,-0.09720636904239655,-0.04038181155920029,0.021391049027442932
447769,649,-0.550477147102356,-6.795876502990723,0.017223365604877472,-0.15738949179649353,0.030096743255853653
447869,-318,-0.6525338888168335,-4.384666442871094,-0.07769344002008438,-0.11048974841833115,-0.000647504988592118
447969,-207,-0.2355804443359375,-1.14749014377594,-0.08592724055051804,0.015490315854549408,0.004352917429059744
448069,-100,0.5553763508796692,3.099416971206665,-0.09038375318050385,0.03643730655312538,-0.001909429905936122
448169,-123,1.4183006286621094,5.907236099243164,0.17918100953102112,-0.051326557993888855,0.010038214735686779
448269,-25,2.28212571144104,8.09174919128418,0.1767626255750656,0.038496825844049454,0.01009097509086132
448369,-225,2.940402030944824,7.485537052154541,0.09579433500766754,0.013319291174411774,0.012523763813078403
448469,-228,3.4505774974823,5.283322811126709,0.06399904936552048,0.06341660767793655,-0.005391688086092472
448569,177,3.697200298309326,4.361285209655762,0.17421291768550873,-0.023678913712501526,0.043671999126672745
448669,448,3.687356948852539,3.831376314163208,0.051490653306245804,0.009042799472808838,-0.008817475289106369
448769,513,3.603991746902466,0.9054477214813232,-0.12367267161607742,0.030796613544225693,0.002630683360621333
448869,543,3.7102527618408203,2.520902156829834,0.02372080832719803,-0.045277923345565796,0.010606800206005573
448969,163,3.464862108230591,1.1832557916641235,-0.04624421149492264,-0.00231262412853539,0.0032737755682319403
449069,198,3.3033130168914795,0.764967679977417,0.010287243872880936,-0.01310836710035801,-0.0013433044077828526
449169,-719,2.9806790351867676,0.797034740447998,-0.030885355547070503,-0.050597723573446274,-0.03492970019578934
449269,-4,2.257941961288452,-3.172968864440918,-0.045897141098976135,0.03243677690625191,-0.01703532785177231
449369,-444,2.495357036590576,1.5143678188323975,-0.0013030010741204023,-0.05298955738544464,-0.0462539978325367
449469,-345,2.3085944652557373,1.950787901878357,-0.041432008147239685,0.07970410585403442,-0.02652020938694477
449569,-373,2.1420652866363525,2.036546230316162,0.019912881776690483,-0.17414787411689758,0.020824912935495377
449669,-596,1.8905662298202515,1.7057363986968994,-0.032467298209667206,-0.07245524972677231,-0.0037521461490541697
449769,-627,1.6027376651763916,-0.7228792905807495,-0.03144516050815582,-0.00419747456908226,-0.0058542960323393345
